Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;63;Material;158456-6/2025;AQUISIÇÃO DE MATERIAIS PARA AS AULAS PRÁTICAS PROCESSAMENTO DE PRODUTOS DE ORIGEM ANIMAL.;Catálogo do Compras.gov.br;Material;3730;EQUIPAMENTO DE LATICÍNIOS, AVICULTURA E PECUÁRIA;1444;BATEDEIRA MANTEIGA INDUSTRIAL;;;-;0,0000;0,0000;17000,0000;0,0000;06/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;64;Material;158456-6/2025;AQUISIÇÃO DE MATERIAIS PARA AS AULAS PRÁTICAS PROCESSAMENTO DE PRODUTOS DE ORIGEM ANIMAL.;Catálogo do Compras.gov.br;Material;3730;EQUIPAMENTO DE LATICÍNIOS, AVICULTURA E PECUÁRIA;;;;;-;0,0000;0,0000;4500,0000;0,0000;06/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;65;Material;158456-6/2025;AQUISIÇÃO DE MATERIAIS PARA AS AULAS PRÁTICAS PROCESSAMENTO DE PRODUTOS DE ORIGEM ANIMAL.;Catálogo do Compras.gov.br;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;16654;MODELADOR HAMBURGUER;258168;FORMATO: REDONDO, DIÂMETRO: 12, TIPO: MANUAL;UN;10,0000;35,0000;350,0000;0,0000;06/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;66;Material;158456-6/2025;AQUISIÇÃO DE MATERIAIS PARA AS AULAS PRÁTICAS PROCESSAMENTO DE PRODUTOS DE ORIGEM ANIMAL.;Catálogo do Compras.gov.br;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;;;;;-;0,0000;0,0000;450,0000;0,0000;06/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;67;Material;158456-6/2025;AQUISIÇÃO DE MATERIAIS PARA AS AULAS PRÁTICAS PROCESSAMENTO DE PRODUTOS DE ORIGEM ANIMAL.;Catálogo do Compras.gov.br;Material;3605;MÁQUINAS E EQUIPAMENTOS PARA PRODUTOS ALIMENTÍCIOS;;;;;-;0,0000;0,0000;2364,0000;0,0000;06/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;68;Material;158456-6/2025;AQUISIÇÃO DE MATERIAIS PARA AS AULAS PRÁTICAS PROCESSAMENTO DE PRODUTOS DE ORIGEM ANIMAL.;Catálogo do Compras.gov.br;Material;7330;UTENSÍLIOS E FERRAMENTAS MANUAIS DE COZINHA;;;;;-;0,0000;0,0000;150,0000;0,0000;06/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;69;Material;158456-6/2025;AQUISIÇÃO DE MATERIAIS PARA AS AULAS PRÁTICAS PROCESSAMENTO DE PRODUTOS DE ORIGEM ANIMAL.;Catálogo do Compras.gov.br;Material;3730;EQUIPAMENTO DE LATICÍNIOS, AVICULTURA E PECUÁRIA;;;;;-;0,0000;0,0000;8400,0000;0,0000;06/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;70;Material;158456-6/2025;AQUISIÇÃO DE MATERIAIS PARA AS AULAS PRÁTICAS PROCESSAMENTO DE PRODUTOS DE ORIGEM ANIMAL.;Catálogo do Compras.gov.br;Material;3730;EQUIPAMENTO DE LATICÍNIOS, AVICULTURA E PECUÁRIA;;;;;-;0,0000;0,0000;300,0000;0,0000;06/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;71;Material;158456-6/2025;AQUISIÇÃO DE MATERIAIS PARA AS AULAS PRÁTICAS PROCESSAMENTO DE PRODUTOS DE ORIGEM ANIMAL.;Catálogo do Compras.gov.br;Material;3605;MÁQUINAS E EQUIPAMENTOS PARA PRODUTOS ALIMENTÍCIOS;;;;;-;0,0000;0,0000;430,0000;0,0000;06/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;72;Material;158456-6/2025;AQUISIÇÃO DE MATERIAIS PARA AS AULAS PRÁTICAS PROCESSAMENTO DE PRODUTOS DE ORIGEM ANIMAL.;Catálogo do Compras.gov.br;Material;3730;EQUIPAMENTO DE LATICÍNIOS, AVICULTURA E PECUÁRIA;14314;EMBUTIDORA ALIMENTÍCIA;231347;TIPO: VERTICAL, MATERIAL: AÇO INOXIDÁVEL, FUNCIONAMENTO: MANUAL, CAPACIDADE: 15, APLICAÇÃO: SALSICHA, LINGUIÇA;UN;1,0000;1000,0000;1000,0000;0,0000;06/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;73;Material;158456-6/2025;AQUISIÇÃO DE MATERIAIS PARA AS AULAS PRÁTICAS PROCESSAMENTO DE PRODUTOS DE ORIGEM ANIMAL.;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;4681;ESTUFA LABORATÓRIO;;;-;0,0000;0,0000;2500,0000;0,0000;06/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;74;Material;158456-6/2025;AQUISIÇÃO DE MATERIAIS PARA AS AULAS PRÁTICAS PROCESSAMENTO DE PRODUTOS DE ORIGEM ANIMAL.;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;3528;BICO DE BÜNSEN;428057;MATERIAL: BASE EM FERRO, COMPONENTES: COM REGISTRO, ALTURA: CERCA DE 20;UN;6,0000;100,0000;600,0000;0,0000;06/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;75;Material;158456-6/2025;AQUISIÇÃO DE MATERIAIS PARA AS AULAS PRÁTICAS PROCESSAMENTO DE PRODUTOS DE ORIGEM ANIMAL.;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;6257;RECIPIENTE LABORATÓRIO;484677;APLICAÇÃO: PARA ANAEROBIOSE, TIPO: JARRA, MATERIAL: ACRÍLICO, CAPACIDADE: 7;UN;1,0000;1300,0000;1300,0000;0,0000;06/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;76;Material;158456-6/2025;AQUISIÇÃO DE MATERIAIS PARA AS AULAS PRÁTICAS PROCESSAMENTO DE PRODUTOS DE ORIGEM ANIMAL.;Catálogo do Compras.gov.br;Material;7290;UTENSÍLIOS COMERCIAIS E DOMÉSTICOS DIVERSOS;;;;;-;0,0000;0,0000;100,0000;0,0000;06/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;77;Material;158456-6/2025;AQUISIÇÃO DE MATERIAIS PARA AS AULAS PRÁTICAS PROCESSAMENTO DE PRODUTOS DE ORIGEM ANIMAL.;Catálogo do Compras.gov.br;Material;7320;EQUIPAMENTOS E APARELHOS DE COZINHA;9844;MOEDOR DE CARNE INDUSTRIAL;323314;MATERIAL CORPO: AÇO INOXIDÁVEL, CARACTERÍSTICAS ADICIONAIS: BIVOLT, BOCA 70MM E SACADOR EM POLIPROPILENO, CAPACIDADE MOAGEM: 150;UN;1,0000;2000,0000;2000,0000;0,0000;06/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;78;Material;158456-6/2025;AQUISIÇÃO DE MATERIAIS PARA AS AULAS PRÁTICAS PROCESSAMENTO DE PRODUTOS DE ORIGEM ANIMAL.;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;17593;ERLENMEYER;433611;MATERIAL: VIDRO, GRADUAÇÃO: GRADUADO, VOLUME: 500, ACESSÓRIOS: COM ROLHA DE PLÁSTICO;UN;10,0000;35,0000;350,0000;0,0000;06/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;79;Material;158456-6/2025;AQUISIÇÃO DE MATERIAIS PARA AS AULAS PRÁTICAS PROCESSAMENTO DE PRODUTOS DE ORIGEM ANIMAL.;Catálogo do Compras.gov.br;Material;3540;MÁQUINAS DE EMBALAR E EMPACOTAR;;;;;-;0,0000;0,0000;4650,0000;0,0000;06/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;80;Material;158456-10/2025;Aquisição de Kits para Encontro Pedagógico 2025.1 e Cagen.;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;37;AGENDA;466915;CARACTERÍSTICAS ADICIONAIS: CONFORME MODELO DO ÓRGÃO, COMPRIMENTO: 210, GRAMATURA: 1200, LARGURA: 150, QUANTIDADE FOLHAS: 150, REVESTIMENTO CAPA: PAPELÃO, TIPO: PLANNER, TIPO ENCADERNAÇÃO: ENCADERNACÃO ESPIRAL, TIPO PAPEL MIOLO: OFSETE;UN;300,0000;20,0000;6000,0000;0,0000;20/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;81;Material;158456-10/2025;Aquisição de Kits para Encontro Pedagógico 2025.1 e Cagen.;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;66;BLOCO RASCUNHO;613271;APLICAÇÃO: ANOTAÇÕES DIVERSAS, CARACTERÍSTICAS ADICIONAIS: IMPRESSÃO 4/0 CORES, CONFORME MODELO, COMPRIMENTO: 210, GRAMATURA: 75, LARGURA: 150, MATERIAL: PAPEL, QUANTIDADE FOLHAS: 100, TAMANHO: A5, TIPO: SEM PAUTA, TIPO PAPEL: OFF-SET;UN;400,0000;1,5000;600,0000;0,0000;20/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;82;Material;158456-10/2025;Aquisição de Kits para Encontro Pedagógico 2025.1 e Cagen.;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;13927;PASTA EVENTOS;623869;ACABAMENTO: LAMINAÇÃO FOSCA, ALTURA: 31, APLICAÇÃO: SEMINÁRIO/EVENTOS/CURSOS, CARACTERÍSTICAS ADICIONAIS: PERSONALIZADA, CONFORME MODELO, COR IMPRESSÃO: 4/0, FORMATO: PASTA, GRAMATURA: 350, LARGURA: 23, LOGOTIPO: CONFORME MODELO, MATERIAL: PAPEL CARTÃO SUPREMO, QUANTIDADE BOLSOS: 1;UN;400,0000;2,5000;1000,0000;0,0000;20/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;83;Material;158456-10/2025;Aquisição de Kits para Encontro Pedagógico 2025.1 e Cagen.;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;99;CANETA ESFEROGRÁFICA;460618;CARACTERÍSTICAS ADICIONAIS: PERSONALIZADA CONFORME MODELO, COR TINTA: AZUL, MATERIAL: ALUMÍNIO, MATERIAL PONTA: METAL, QUANTIDADE CARGAS: 1;UN;400,0000;1,5000;600,0000;0,0000;20/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;84;Material;158456-10/2025;Aquisição de Kits para Encontro Pedagógico 2025.1 e Cagen.;Catálogo do Compras.gov.br;Material;8105;SACOS E BOLSAS;11908;SACOLA;480102;CARACTERÍSTICAS ADICIONAIS: CONFORME MODELO, COMPRIMENTO: 40, COMPRIMENTO DA ALÇA: 60, COR: 1/0, DIÂMETRO ALÇA: 30, GRAMATURA: 247, LARGURA: 36, MATERIAL: ALGODÃO CRU, MATERIAL ALÇA: ALGODÃO TRANÇADO;UN;200,0000;2,5000;500,0000;0,0000;20/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;85;Material;158456-10/2025;Aquisição de Kits para Encontro Pedagógico 2025.1 e Cagen.;Catálogo do Compras.gov.br;Material;8125;GARRAFAS E JARROS;1115;GARRAFA TÉRMICA;620991;CAPACIDADE: 450, CARACTERÍSTICAS ADICIONAIS: FOSCA COM PAREDE DUPLA, E INFUSOR, MATERIAL: AÇO INOXIDÁVEL;UN;250,0000;40,0000;10000,0000;0,0000;20/02/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;87;Material;158456-14/2025;Aquisição de camisas e contratação de coffee break para o CAGEN.;Catálogo do Compras.gov.br;Material;8415;VESTUÁRIO PARA FINS ESPECIAIS;4380;CAMISETA;480883;APLICAÇÃO: PRÁTICA ESPORTIVA, COR: DIVERSAS, MATERIAL: DRY FIT, TAMANHO: SOB MEDIDA, TIPO: UNISSEX, TIPO GOLA: REDONDA, TIPO MANGA: CURTA;UN;210,0000;40,0000;8400,0000;0,0000;10/04/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;88;Serviço;158456-13/2025;Contratação de serviços de cuidador escolar em regime de dedicação exclusiva de mão de obra;Catálogo do Compras.gov.br;Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;25631;AUXILIAR DE SERVIÇOS TÉCNICOS;-;12,0000;5000,0000;60000,0000;0,0000;05/05/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;107;Serviço;158456-29/2025;Contratação de serviços de recreação.;Catálogo do Compras.gov.br;Serviço;969;OUTROS SERVIÇOS DE RECREAÇÃO E DIVERSÃO;;;;;-;0,0000;0,0000;9000,0000;0,0000;01/12/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;89;Serviço;158456-16/2025;Contratação de serviços de fornecimento de refeições para os alunos do IFMA Campus Caxias.;Catálogo do Compras.gov.br;Serviço;632;SERVIÇOS DE FORNECIMENTO DE COMIDA;;;3697;FORNECIMENTO DE REFEIÇÕES / LANCHES / SALGADOS / DOCES;-;40000,0000;14,5000;580000,0000;0,0000;01/09/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;90;Serviço;158456-18/2025;Contratação de serviços de manutenção de carteiras escolares.;Catálogo do Compras.gov.br;Serviço;872;SERVIÇOS DE REPARO DE OUTROS BENS;;;5410;MANUTENÇÃO E REPARO DE MÓVEIS / UTENSÍLIOS DE ESCRITÓRIO;-;215,0000;120,0000;25800,0000;0,0000;31/07/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;91;Soluções de TIC;158456-19/2025;Aquisição de computadores e monitores para o IFMA Campus Caxias;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;6661;MICROCOMPUTADOR;620336;ARMAZENAMENTO HDD: SEM DISCO HDD, ARMAZENAMENTO SSD: ATÉ 2 TB, COMPONENTES ADICIONAIS: COM TECLADO E MOUSE, GABINETE: TORRE, GARANTIA ON SITE: 36, MEMÓRIA RAM: 32, MONITOR: SEM MONITOR, NÚCLEOS POR PROCESSADOR: SUPERIOR A 8, OUTROS RECURSOS: CONFORME EDITAL, SISTEMA OPERACIONAL: PROPRIETÁRIO;UN;35,0000;7537,5000;263812,5000;0,0000;01/10/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;92;Soluções de TIC;158456-19/2025;Aquisição de computadores e monitores para o IFMA Campus Caxias;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;6661;MICROCOMPUTADOR;619125;ARMAZENAMENTO HDD: SEM DISCO HDD, ARMAZENAMENTO SSD: 310 A 500, COMPONENTES ADICIONAIS: COM TECLADO E MOUSE, GABINETE: ULTRACOMPACTO, GARANTIA ON SITE: SUPERIOR A 36, MEMÓRIA RAM: SUPERIOR A 8, MONITOR: SEM MONITOR, NÚCLEOS POR PROCESSADOR: SUPERIOR A 8, OUTROS RECURSOS: CONFORME EDITAL, SISTEMA OPERACIONAL: PROPRIETÁRIO;UN;45,0000;5396,6300;242848,3500;0,0000;01/10/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;93;Material;158456-22/2025;Aquisição de pontos de acesso sem fio (Access Points) de alto desempenho;Catálogo do Compras.gov.br;Material;7050;EQUIPAMENTOS DE REDE DE TIC - LOCAL E REMOTA;2079;PONTO DE ACESSO;609339;CARACTERÍSTICAS ADICIONAIS: ALIMENTAÇÃO POE+POE PASSIVO(48V),COM INJETOR POE48, FREQUENCIA NOMINAL: 2.4 E 5.0, PADRÃO: WIFI802.11A/B/G,WIFI 4/WIFI 5/WIFI, TIPO: WI-FI 6 CORPORATIVO 4X4 MIMO;UN;78,0000;2317,4400;180760,3200;0,0000;01/09/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;94;Serviço;158456-23/2025;Contratação de serviços de intermediação e administração integrado de gerenciamento de frota.;Catálogo do Compras.gov.br;Serviço;859;OUTROS SERVIÇOS DE SUPORTE;;;25372;CONTROLE DE ABASTECIMENTO DE VEÍCULOS;-;12,0000;375000,0000;4500000,0000;0,0000;28/08/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;95;Material;158456-24/2025;Aquisição de gêneros alimentícios para o Programa Nacional de Alimentação Escolar (PNAE).;Catálogo do Compras.gov.br;Material;8940;ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS;4794;CESTA BÁSICA - GÊNEROS ALIMENTÍCIOS;;;-;0,0000;0,0000;54000,0000;0,0000;14/10/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;96;Serviço;158456-25/2025;Contratação de empresa para organização de eventos para formatura dos alunos do IFMA Campus Caxias;Catálogo do Compras.gov.br;Serviço;962;SERVIÇOS DE PROMOÇÃO E APRESENTAÇÃO RELACIONADOS AS ARTES CÊNICAS E OUTROS ESPETÁCULOS AO VIVO;;;14591;PROMOÇÃO DE EVENTOS;-;1,0000;15000,0000;15000,0000;0,0000;30/09/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;97;Material;158456-26/2025;Aquisição de materiais para os alunos do Pronera.;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;99;CANETA ESFEROGRÁFICA;460618;CARACTERÍSTICAS ADICIONAIS: PERSONALIZADA CONFORME MODELO, COR TINTA: AZUL, MATERIAL: ALUMÍNIO, MATERIAL PONTA: METAL, QUANTIDADE CARGAS: 1;UN;200,0000;1,5000;300,0000;0,0000;31/10/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;98;Material;158456-26/2025;Aquisição de materiais para os alunos do Pronera.;Catálogo do Compras.gov.br;Material;8105;SACOS E BOLSAS;11908;SACOLA;480102;CARACTERÍSTICAS ADICIONAIS: CONFORME MODELO, COMPRIMENTO: 40, COMPRIMENTO DA ALÇA: 60, COR: 1/0, DIÂMETRO ALÇA: 30, GRAMATURA: 247, LARGURA: 36, MATERIAL: ALGODÃO CRU, MATERIAL ALÇA: ALGODÃO TRANÇADO;UN;50,0000;2,5000;125,0000;0,0000;31/10/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;99;Material;158456-26/2025;Aquisição de materiais para os alunos do Pronera.;Catálogo do Compras.gov.br;Material;8125;GARRAFAS E JARROS;1115;GARRAFA TÉRMICA;620991;CAPACIDADE: 450, CARACTERÍSTICAS ADICIONAIS: FOSCA COM PAREDE DUPLA, E INFUSOR, MATERIAL: AÇO INOXIDÁVEL;UN;50,0000;30,0000;1500,0000;0,0000;31/10/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;100;Material;158456-26/2025;Aquisição de materiais para os alunos do Pronera.;Catálogo do Compras.gov.br;Material;8415;VESTUÁRIO PARA FINS ESPECIAIS;14086;CAMISA UNIFORME;344770;APLICAÇÃO: FARDAMENTO ESCOLAR, CARACTERÍSTICAS ADICIONAIS: LOGOTIPO DO ORGÃO CONFORME MODELO, COR: BRANCA, MATERIAL: MALHA ALGODÃO FIO 30.1, TAMANHO: P,M,G E XG, TIPO CAMISA: COSTURA DUPLA, TIPO COLARINHO: GOLA OLÍMPICA COM RIBANA, TIPO MANGA: CURTA, TIPO USO: UNISSEX;UN;60,0000;30,0000;1800,0000;0,0000;31/10/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;101;Material;158456-26/2025;Aquisição de materiais para os alunos do Pronera.;Catálogo do Compras.gov.br;Material;8415;VESTUÁRIO PARA FINS ESPECIAIS;4855;CHAPÉU MASCULINO;624019;CARACTERISTICAS ADICIONAIS: BOTÕES DE PRESSÃO NAS ABAS E CORDEL DE AJUSTE NA C, MATERIAL: CONFECCIONADO COM POLIÉSTER, MODELO: AUTRALIANO COM PROTETOR DE PESÇO E ORELHA, TIPO DE IMPRESSÃO: BORDADO CONFORME MODELO, USO: CONSTRUÇÃO CIVIL, CAMPING, PASSEIO, ETC;UN;50,0000;30,0000;1500,0000;0,0000;31/10/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;102;Material;158456-26/2025;Aquisição de materiais para os alunos do Pronera.;Catálogo do Compras.gov.br;Material;8465;EQUIPAMENTOS INDIVIDUAIS;1377;ÓCULOS PROTEÇÃO;618293;APLICAÇÃO: PROTEÇÃO GERAL, CARACTERÍSTICAS ADICIONAIS: FILTRO DE 99,9% DA RADIAÇÃO UVA E UVB, COR ARMAÇÃO: PRETA, COR LENTE: INCOLOR, MATERIAL ARMAÇÃO: POLICARBONATO, MATERIAL LENTE: POLICARBONATO, MATERIAL PROTEÇÃO: POLICARBONATO, TIPO LENTE: COM CURVA LATERAL.;UN;50,0000;10,0000;500,0000;0,0000;31/10/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;103;Material;158456-26/2025;Aquisição de materiais para os alunos do Pronera.;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;196;CADERNO;628591;APLICAÇÃO: ESCOLA, CARACTERÍSTICAS ADICIONAIS: 20 MATERIAS, IMAGEM & MENSAGEM, SPIRAL IMA - PT UN, COMPRIMENTO: 275, GRAMATURA CAPA: 820, LARGURA: 200, MATERIAL: PAPEL, MATERIAL CAPA: CAPA E CONTRACAPA PAPELÃO, QUANTIDADE FOLHAS: 320, TIPO: CADERNO UNIVERSITÁRIO;UN;50,0000;50,0000;2500,0000;0,0000;31/10/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;104;Material;158456-26/2025;Aquisição de materiais para os alunos do Pronera.;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;15;LÁPIS BORRACHA;225570;APLICAÇÃO: TINTA/GRAFITE, COMPRIMENTO TOTAL: 175, DIÂMETRO CARGA: 4, DIÂMETRO CORPO: 8, FORMATO CORPO: CILÍNDRICO, MATERIAL: MADEIRA;UN;100,0000;2,0000;200,0000;0,0000;31/10/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;105;Serviço;158456-27/2025;Contratação de serviços para realização do evento agroleste.;Catálogo do Compras.gov.br;Serviço;962;SERVIÇOS DE PROMOÇÃO E APRESENTAÇÃO RELACIONADOS AS ARTES CÊNICAS E OUTROS ESPETÁCULOS AO VIVO;;;14591;PROMOÇÃO DE EVENTOS;-;1,0000;15000,0000;15000,0000;0,0000;30/10/2025
INST.FED.DO MARANHAO/CAMPUS CAXIAS;158456;106;Serviço;158456-28/2025;Contratação de serviços de buffet.;Catálogo do Compras.gov.br;Serviço;969;OUTROS SERVIÇOS DE RECREAÇÃO E DIVERSÃO;;;;;-;0,0000;0,0000;9000,0000;0,0000;01/12/2025
INST.FED.DO MARANHÃO/CAMPUS ITAPECURU MIRIM;154857;4;Serviço;154857-10/2025;Serviço de dedetização;Catálogo do Compras.gov.br;Serviço;943;SERVIÇOS DE SANEAMENTO E SERVIÇOS SIMILARES;;;3417;DESINSETIZAÇÃO / DESRATIZAÇÃO / DEDETIZAÇÃO;-;2,0000;5000,0000;10000,0000;0,0000;05/03/2025
INST.FED.DO MARANHÃO/CAMPUS ITAPECURU MIRIM;154857;5;Material;154857-8/2025;Aquisição de passagens aéreas;Catálogo do Compras.gov.br;Serviço;661;SERVIÇOS DE TRANSPORTE AÉREO DE PASSAGEIROS;;;;;-;0,0000;0,0000;50000,0000;0,0000;05/03/2025
INST.FED.DO MARANHÃO/CAMPUS ITAPECURU MIRIM;154857;6;Serviço;154857-9/2025;Serviços de obra e engenharia;Catálogo do Compras.gov.br;Serviço;873;SERVIÇOS DE INSTALAÇÃO(À EXCEÇÃO DA CONSTRUÇÃO);;;;;-;0,0000;0,0000;100000,0000;0,0000;05/03/2025
INST.FED.DO MARANHÃO/CAMPUS ITAPECURU MIRIM;154857;7;Serviço;154857-9/2025;Serviços de obra e engenharia;Catálogo do Compras.gov.br;Serviço;873;SERVIÇOS DE INSTALAÇÃO(À EXCEÇÃO DA CONSTRUÇÃO);;;22519;CONFECÇÃO/INSTALAÇÃO DE PLACA DE SINALIZAÇÃO;-;1,0000;100000,0000;100000,0000;0,0000;05/03/2025
INST.FED.DO MARANHÃO/CAMPUS ITAPECURU MIRIM;154857;8;Material;154857-6/2025;Aquisição de mobiliários;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;50000,0000;0,0000;05/03/2025
INST.FED.DO MARANHÃO/CAMPUS ITAPECURU MIRIM;154857;9;Material;154857-5/2025;Aquisição de equipamentos de informática;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;;;;;-;0,0000;0,0000;200000,0000;0,0000;05/03/2025
INST.FED.DO MARANHÃO/CAMPUS ITAPECURU MIRIM;154857;10;Material;154857-5/2025;Aquisição de equipamentos de informática;Catálogo do Compras.gov.br;Material;7090;SUPRIMENTOS DE INFORMÁTICA - TIC;;;;;-;0,0000;0,0000;50000,0000;0,0000;05/03/2025
INST.FED.DO MARANHÃO/CAMPUS ITAPECURU MIRIM;154857;11;Material;154857-5/2025;Aquisição de equipamentos de informática;Catálogo do Compras.gov.br;Material;7050;EQUIPAMENTOS DE REDE DE TIC - LOCAL E REMOTA;;;;;-;0,0000;0,0000;100000,0000;0,0000;05/03/2025
INST.FED.DO MARANHÃO/CAMPUS ITAPECURU MIRIM;154857;12;Material;154857-4/2025;Aquisição de equipamento para laboratório;Catálogo do Compras.gov.br;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;;;;;-;0,0000;0,0000;100000,0000;0,0000;05/03/2025
INST.FED.DO MARANHÃO/CAMPUS ITAPECURU MIRIM;154857;13;Material;154857-3/2025;Aquisição de materiais eletrônicos;Catálogo do Compras.gov.br;Material;5999;COMPONENTES ELÉTRICOS E ELETRÔNICOS DIVERSOS;;;;;-;0,0000;0,0000;50000,0000;0,0000;05/03/2025
INST.FED.DO MARANHÃO/CAMPUS ITAPECURU MIRIM;154857;14;Material;154857-3/2025;Aquisição de materiais eletrônicos;Catálogo do Compras.gov.br;Material;5963;MÓDULOS ELETRÔNICOS;;;;;-;0,0000;0,0000;50000,0000;0,0000;05/03/2025
INST.FED.DO MARANHÃO/CAMPUS ITAPECURU MIRIM;154857;15;Material;154857-2/2025;Aquisição de recarga e novos extintores;Catálogo do Compras.gov.br;Material;4210;EQUIPAMENTOS PARA COMBATE A INCÊNDIO;;;;;-;0,0000;0,0000;10000,0000;0,0000;05/03/2025
INST.FED.DO MARANHÃO/CAMPUS ITAPECURU MIRIM;154857;16;Material;154857-1/2025;Aquisição de Arcondicionados;Catálogo do Compras.gov.br;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;;;;;-;0,0000;0,0000;50000,0000;0,0000;05/03/2025
INST.FED.DO MARANHÃO/CAMPUS ITAPECURU MIRIM;154857;17;Material;154857-11/2025;Equipamentos CTIC;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;;;;;-;0,0000;0,0000;200000,0000;0,0000;10/03/2025
